Date,Open,High,Low,Close,Adj Close,Volume
2021-09-20,0.002091,0.002160,0.001911,0.002115,0.002115,87456
2021-09-21,0.002114,0.002114,0.001884,0.001990,0.001990,56862
2021-09-22,0.002001,0.002009,0.001933,0.001983,0.001983,37911
2021-09-23,0.001983,0.001996,0.001875,0.001936,0.001936,50858
2021-09-24,0.001935,0.001956,0.001482,0.001589,0.001589,54174
2021-09-25,0.001589,0.001618,0.001433,0.001478,0.001478,50568
2021-09-26,0.001479,0.001508,0.000994,0.001170,0.001170,97904
2021-09-27,0.001170,0.001196,0.000979,0.001077,0.001077,61906
2021-09-28,0.001078,0.001148,0.001074,0.001134,0.001134,31603
2021-09-29,0.001134,0.001145,0.001111,0.001142,0.001142,31079
2021-09-30,0.001142,0.001167,0.001120,0.001137,0.001137,30486
2021-10-01,0.001137,0.001195,0.001136,0.001183,0.001183,36633
2021-10-02,0.001183,0.001198,0.001161,0.001174,0.001174,35961
2021-10-03,0.001174,0.001205,0.001149,0.001163,0.001163,39897
2021-10-04,0.001163,0.001170,0.001046,0.001067,0.001067,30048
2021-10-05,0.001066,0.001160,0.001043,0.001149,0.001149,37167
2021-10-06,0.001149,0.001194,0.001145,0.001193,0.001193,37431
2021-10-07,0.001193,0.001568,0.001175,0.001218,0.001218,122383
2021-10-08,0.001218,0.001624,0.001213,0.001297,0.001297,70660
2021-10-09,0.001297,0.001328,0.001209,0.001241,0.001241,47178
2021-10-10,0.001241,0.001359,0.001192,0.001294,0.001294,46375
2021-10-11,0.001294,0.001346,0.001288,0.001332,0.001332,40754
2021-10-12,0.001332,0.001357,0.001295,0.001342,0.001342,41302
2021-10-13,0.001342,0.001399,0.001313,0.001360,0.001360,40665
2021-10-14,0.001360,0.001361,0.001221,0.001252,0.001252,40635
2021-10-15,0.001252,0.001330,0.001231,0.001239,0.001239,39058
2021-10-16,0.001239,0.001337,0.001217,0.001295,0.001295,40339
2021-10-17,0.001295,0.001354,0.001263,0.001327,0.001327,31952
2021-10-18,0.001327,0.001338,0.001299,0.001320,0.001320,32462
2021-10-19,0.001320,0.001323,0.000939,0.001267,0.001267,37080
2021-10-20,0.001267,0.001280,0.001066,0.001277,0.001277,34520
2021-10-21,0.001277,0.001283,0.001236,0.001254,0.001254,50046
2021-10-22,0.001264,0.001668,0.001221,0.001409,0.001409,189356
2021-10-23,0.001409,0.001742,0.001375,0.001503,0.001503,264653
2021-10-24,0.001493,0.001511,0.001330,0.001349,0.001349,96744
2021-10-25,0.001349,0.001405,0.001304,0.001378,0.001378,78874
2021-10-26,0.001378,0.007028,0.001296,0.001414,0.001414,109754
2021-10-27,0.001414,0.001422,0.001299,0.001409,0.001409,73872
2021-10-28,0.001408,0.001424,0.001264,0.001345,0.001345,77180
2021-10-29,0.001347,0.002578,0.001270,0.001499,0.001499,103928
2021-10-30,0.001493,0.001609,0.001423,0.001487,0.001487,96893
2021-10-31,0.001477,0.001625,0.001444,0.001616,0.001616,80541
2021-11-01,0.001612,0.001673,0.001516,0.001542,0.001542,108270
2021-11-02,0.001541,0.003254,0.001481,0.001542,0.001542,89142
2021-11-03,0.001543,0.001550,0.001441,0.001515,0.001515,68910
2021-11-04,0.001515,0.001854,0.001422,0.001468,0.001468,40958
2021-11-05,0.001467,0.001523,0.001450,0.001498,0.001498,56600
2021-11-06,0.001500,0.008442,0.001398,0.003307,0.003307,2609880
2021-11-07,0.003340,0.004438,0.002475,0.002609,0.002609,2675716
2021-11-08,0.002608,0.002739,0.001885,0.002013,0.002013,546298
2021-11-09,0.002012,0.002023,0.001714,0.001735,0.001735,330743
2021-11-10,0.001748,0.001790,0.001485,0.001532,0.001532,267337
2021-11-11,0.001532,0.001724,0.001470,0.001585,0.001585,342448
2021-11-12,0.001582,0.001586,0.001459,0.001510,0.001510,195952
2021-11-13,0.001510,0.001520,0.001371,0.001471,0.001471,320450
2021-11-14,0.001471,0.001473,0.001326,0.001330,0.001330,288177
2021-11-15,0.001329,0.001386,0.001268,0.001270,0.001270,237839
2021-11-16,0.001269,0.001278,0.001151,0.001167,0.001167,221007
2021-11-17,0.001167,0.001259,0.001085,0.001206,0.001206,286478
2021-11-18,0.001203,0.001209,0.000993,0.001002,0.001002,228212
2021-11-19,0.001002,0.001189,0.000992,0.001134,0.001134,286879
2021-11-20,0.001134,0.001273,0.001104,0.001243,0.001243,321307
2021-11-21,0.001252,0.001277,0.001131,0.001204,0.001204,166147
2021-11-22,0.001189,0.001204,0.001086,0.001099,0.001099,149433
2021-11-23,0.001099,0.001145,0.001089,0.001115,0.001115,127708
2021-11-24,0.001116,0.001128,0.001043,0.001097,0.001097,123220
2021-11-25,0.001063,0.001094,0.000979,0.001067,0.001067,119670
2021-11-26,0.001049,0.001055,0.000943,0.000948,0.000948,136480
2021-11-27,0.000948,0.000995,0.000938,0.000948,0.000948,129343
2021-11-28,0.000947,0.001053,0.000925,0.000983,0.000983,162731
2021-11-29,0.000978,0.001036,0.000972,0.001018,0.001018,97626
2021-11-30,0.001016,0.001016,0.000958,0.000975,0.000975,119179
2021-12-01,0.000973,0.001796,0.000917,0.000971,0.000971,85696
2021-12-02,0.000968,0.000985,0.000920,0.000922,0.000922,75383
2021-12-03,0.000920,0.000948,0.000908,0.000914,0.000914,61635
2021-12-04,0.000914,0.000922,0.000743,0.000770,0.000770,85240
2021-12-05,0.000770,0.000844,0.000737,0.000796,0.000796,74092
2021-12-06,0.000796,0.000796,0.000718,0.000750,0.000750,70613
2021-12-07,0.000750,0.000787,0.000701,0.000716,0.000716,76317
2021-12-08,0.000710,0.000746,0.000677,0.000737,0.000737,52715
2021-12-09,0.000736,0.000753,0.000715,0.000722,0.000722,56531
2021-12-10,0.000723,0.000742,0.000684,0.000735,0.000735,53484
2021-12-11,0.000735,0.000792,0.000718,0.000735,0.000735,63612
2021-12-12,0.000735,0.000774,0.000730,0.000748,0.000748,126919
2021-12-13,0.000748,0.000754,0.000674,0.000704,0.000704,82583
2021-12-14,0.000704,0.000710,0.000645,0.000672,0.000672,77926
2021-12-15,0.000672,0.000698,0.000635,0.000649,0.000649,77039
2021-12-16,0.000649,0.000692,0.000644,0.000650,0.000650,63624
2021-12-17,0.000650,0.000660,0.000606,0.000645,0.000645,62763
2021-12-18,0.000645,0.000646,0.000614,0.000631,0.000631,53722
2021-12-19,0.000631,0.000637,0.000582,0.000620,0.000620,44120
2021-12-20,0.000620,0.000635,0.000587,0.000622,0.000622,83814
2021-12-21,0.000627,0.000650,0.000609,0.000628,0.000628,63428
2021-12-22,0.000628,0.000637,0.000608,0.000617,0.000617,67825
2021-12-23,0.000617,0.000657,0.000600,0.000634,0.000634,57360
2021-12-24,0.000634,0.000660,0.000614,0.000635,0.000635,37981
2021-12-25,0.000635,0.000653,0.000618,0.000631,0.000631,32934
2021-12-26,0.000631,0.000697,0.000625,0.000663,0.000663,106233
2021-12-27,0.000668,0.000673,0.000642,0.000669,0.000669,56829
2021-12-28,0.000669,0.000672,0.000637,0.000643,0.000643,37959
2021-12-29,0.000644,0.001212,0.000629,0.000766,0.000766,97012
2021-12-30,0.000767,0.000772,0.000609,0.000619,0.000619,51577
2021-12-31,0.000620,0.000626,0.000605,0.000616,0.000616,39239
2022-01-01,0.000616,0.000633,0.000614,0.000630,0.000630,47618
2022-01-02,0.000630,0.000631,0.000621,0.000624,0.000624,41831
2022-01-03,0.000624,0.000647,0.000616,0.000643,0.000643,62139
2022-01-04,0.000643,0.001100,0.000631,0.000814,0.000814,516545
2022-01-05,0.000814,0.000826,0.000632,0.000657,0.000657,185299
2022-01-06,0.000663,0.000700,0.000638,0.000665,0.000665,127091
2022-01-07,0.000665,0.000676,0.000619,0.000629,0.000629,57883
2022-01-08,0.000629,0.000638,0.000581,0.000594,0.000594,49273
2022-01-09,0.000594,0.000620,0.000571,0.000572,0.000572,43017
2022-01-10,0.000572,0.000863,0.000569,0.000678,0.000678,298339
2022-01-11,0.000678,0.001099,0.000673,0.000842,0.000842,368849
2022-01-12,0.000842,0.000890,0.000731,0.000732,0.000732,221409
2022-01-13,0.000732,0.000756,0.000667,0.000692,0.000692,70011
2022-01-14,0.000692,0.000718,0.000682,0.000708,0.000708,58486
2022-01-15,0.000709,0.000728,0.000634,0.000638,0.000638,147297
2022-01-16,0.000642,0.000696,0.000617,0.000646,0.000646,93669
2022-01-17,0.000647,0.000705,0.000623,0.000656,0.000656,99624
2022-01-18,0.000656,0.000691,0.000625,0.000674,0.000674,80238
2022-01-19,0.000673,0.000709,0.000636,0.000658,0.000658,74014
2022-01-20,0.000657,0.000660,0.000618,0.000631,0.000631,91802
2022-01-21,0.000632,0.000634,0.000501,0.000526,0.000526,115267
2022-01-22,0.000522,0.000550,0.000465,0.000478,0.000478,67383
2022-01-23,0.000479,0.000526,0.000479,0.000508,0.000508,66282
2022-01-24,0.000506,0.000547,0.000447,0.000507,0.000507,105367
2022-01-25,0.000507,0.000516,0.000463,0.000483,0.000483,83669
2022-01-26,0.000483,0.000508,0.000473,0.000490,0.000490,69008
2022-01-27,0.000489,0.000492,0.000462,0.000465,0.000465,68752
2022-01-28,0.000465,0.000485,0.000457,0.000469,0.000469,65822
2022-01-29,0.000469,0.000490,0.000453,0.000487,0.000487,62459
2022-01-30,0.000486,0.000560,0.000477,0.000516,0.000516,91350
2022-01-31,0.000516,0.000518,0.000471,0.000491,0.000491,70055
2022-02-01,0.000491,0.000568,0.000476,0.000494,0.000494,92829
2022-02-02,0.000494,0.000578,0.000483,0.000483,0.000483,64685
2022-02-03,0.000483,0.000497,0.000474,0.000480,0.000480,53730
2022-02-04,0.000478,0.000498,0.000469,0.000490,0.000490,85782
2022-02-05,0.000490,0.000504,0.000477,0.000488,0.000488,67546
2022-02-06,0.000488,0.000505,0.000481,0.000494,0.000494,51255
2022-02-07,0.000494,0.000502,0.000479,0.000491,0.000491,93369
2022-02-08,0.000491,0.000503,0.000462,0.000496,0.000496,75883
2022-02-09,0.000495,0.000500,0.000475,0.000490,0.000490,61576
2022-02-10,0.000490,0.000542,0.000476,0.000501,0.000501,130375
2022-02-11,0.000501,0.000644,0.000500,0.000537,0.000537,259089
2022-02-12,0.000538,0.000542,0.000508,0.000523,0.000523,98185
2022-02-13,0.000523,0.000559,0.000514,0.000525,0.000525,68774
2022-02-14,0.000525,0.000526,0.000497,0.000516,0.000516,66588
2022-02-15,0.000516,0.000531,0.000500,0.000505,0.000505,50712
2022-02-16,0.000510,0.000526,0.000487,0.000502,0.000502,69719
2022-02-17,0.000502,0.000505,0.000468,0.000474,0.000474,72137
2022-02-18,0.000476,0.000484,0.000464,0.000479,0.000479,68071
2022-02-19,0.000479,0.000485,0.000464,0.000483,0.000483,51214
2022-02-20,0.000481,0.000482,0.000439,0.000450,0.000450,71202
2022-02-21,0.000449,0.000470,0.000426,0.000429,0.000429,85531
2022-02-22,0.000428,0.000431,0.000410,0.000427,0.000427,37641
2022-02-23,0.000427,0.000433,0.000421,0.000422,0.000422,40551
2022-02-24,0.000422,0.000428,0.000354,0.000376,0.000376,66768
2022-02-25,0.000376,0.000401,0.000371,0.000390,0.000390,52832
2022-02-26,0.000391,0.000402,0.000384,0.000398,0.000398,51229
2022-02-27,0.000398,0.000484,0.000374,0.000435,0.000435,119673
2022-02-28,0.000437,0.000437,0.000411,0.000433,0.000433,51857
2022-03-01,0.000433,0.000442,0.000413,0.000430,0.000430,66500
2022-03-02,0.000430,0.000431,0.000404,0.000424,0.000424,54944
2022-03-03,0.000425,0.000427,0.000408,0.000411,0.000411,39364
2022-03-04,0.000411,0.000416,0.000392,0.000392,0.000392,45858
2022-03-05,0.000393,0.000409,0.000389,0.000402,0.000402,41932
2022-03-06,0.000410,0.000410,0.000388,0.000392,0.000392,39886
2022-03-07,0.000392,0.000398,0.000376,0.000377,0.000377,57042
2022-03-08,0.000377,0.000391,0.000376,0.000384,0.000384,32603
2022-03-09,0.000384,0.000395,0.000382,0.000393,0.000393,52979
2022-03-10,0.000393,0.000410,0.000373,0.000409,0.000409,57357
2022-03-11,0.000408,0.000412,0.000393,0.000394,0.000394,47413
2022-03-12,0.000394,0.000401,0.000389,0.000390,0.000390,46668
2022-03-13,0.000390,0.000407,0.000372,0.000373,0.000373,56093
2022-03-14,0.000370,0.000377,0.000356,0.000372,0.000372,49874
2022-03-15,0.000372,0.000375,0.000364,0.000373,0.000373,41841
2022-03-16,0.000373,0.000390,0.000370,0.000375,0.000375,51144
2022-03-17,0.000375,0.000385,0.000365,0.000373,0.000373,49494
2022-03-18,0.000373,0.000393,0.000363,0.000366,0.000366,49083
2022-03-19,0.000366,0.000385,0.000366,0.000376,0.000376,41104
2022-03-20,0.000377,0.000409,0.000371,0.000385,0.000385,36709
